id,aspect,satisfaction
62a365c2f8d5efcc22f81e2e,rating management,9
62a365c2f8d5efcc22f81e2e,rating upward mobility,NA
62a365c2f8d5efcc22f81e2e,rating learning,8
62a365d5d8c00e9f541a20cf,rating salary,5
62a365d5d8c00e9f541a20cf,rating worklife balance,7
62a365d5d8c00e9f541a20cf,rating coworkers,5
62a365d5d8c00e9f541a20cf,rating management,5
62a365d5d8c00e9f541a20cf,rating upward mobility,5
62a365d5d8c00e9f541a20cf,rating learning,7
62a3670b575fa3a5ae890422,rating salary,0
62a3670b575fa3a5ae890422,rating worklife balance,1
62a3670b575fa3a5ae890422,rating coworkers,1
62a3670b575fa3a5ae890422,rating management,0
62a3670b575fa3a5ae890422,rating upward mobility,0
62a3670b575fa3a5ae890422,rating learning,2
62a3676bb4da29969c633ac7,rating salary,4
62a3676bb4da29969c633ac7,rating worklife balance,7
62a3676bb4da29969c633ac7,rating coworkers,8
62a3676bb4da29969c633ac7,rating management,8
62a3676bb4da29969c633ac7,rating upward mobility,8
62a3676bb4da29969c633ac7,rating learning,9
62a36794b4da29969c633b48,rating salary,6
62a36794b4da29969c633b48,rating worklife balance,5
62a36794b4da29969c633b48,rating coworkers,6
62a36794b4da29969c633b48,rating management,5
62a36794b4da29969c633b48,rating upward mobility,6
62a36794b4da29969c633b48,rating learning,6
62a367d224a2626027387b56,rating salary,7
62a367d224a2626027387b56,rating worklife balance,7
62a367d224a2626027387b56,rating coworkers,7
62a367d224a2626027387b56,rating management,NA
62a367d224a2626027387b56,rating upward mobility,5
62a367d224a2626027387b56,rating learning,7
62a367ed18134ddc75cee697,rating salary,7
62a367ed18134ddc75cee697,rating worklife balance,4
62a367ed18134ddc75cee697,rating coworkers,10
62a367ed18134ddc75cee697,rating management,9
62a367ed18134ddc75cee697,rating upward mobility,7
62a367ed18134ddc75cee697,rating learning,10
62a36802f8f7561645857e38,rating salary,6
62a36802f8f7561645857e38,rating worklife balance,6
62a36802f8f7561645857e38,rating coworkers,6
62a36802f8f7561645857e38,rating management,6
62a36802f8f7561645857e38,rating upward mobility,6
62a36802f8f7561645857e38,rating learning,6
62a3684ebc6861bf31771f15,rating salary,4
62a3684ebc6861bf31771f15,rating worklife balance,4
62a3684ebc6861bf31771f15,rating coworkers,4
62a3684ebc6861bf31771f15,rating management,4
62a3684ebc6861bf31771f15,rating upward mobility,4
62a3684ebc6861bf31771f15,rating learning,4
62a3688df8f7561645857f7e,rating salary,5
62a3688df8f7561645857f7e,rating worklife balance,5
62a3688df8f7561645857f7e,rating coworkers,5
62a3688df8f7561645857f7e,rating management,5
62a3688df8f7561645857f7e,rating upward mobility,5
62a3688df8f7561645857f7e,rating learning,5
62a368ee2e54c9003e537e4a,rating salary,5
62a368ee2e54c9003e537e4a,rating worklife balance,10
62a368ee2e54c9003e537e4a,rating coworkers,10
62a368ee2e54c9003e537e4a,rating management,8
62a368ee2e54c9003e537e4a,rating upward mobility,10
62a368ee2e54c9003e537e4a,rating learning,10
62a369280a77c1a77f661ad0,rating salary,0
62a369280a77c1a77f661ad0,rating worklife balance,3
62a369280a77c1a77f661ad0,rating coworkers,NA
62a369280a77c1a77f661ad0,rating management,NA
62a369280a77c1a77f661ad0,rating upward mobility,NA
62a369280a77c1a77f661ad0,rating learning,6
62a36969f8f756164585821d,rating salary,10
62a36969f8f756164585821d,rating worklife balance,2
62a36969f8f756164585821d,rating coworkers,8
62a36969f8f756164585821d,rating management,5
62a36969f8f756164585821d,rating upward mobility,0
62a36969f8f756164585821d,rating learning,6
62a3697ff408bae018ed948b,rating salary,7
62a3697ff408bae018ed948b,rating worklife balance,7
62a3697ff408bae018ed948b,rating coworkers,5
62a3697ff408bae018ed948b,rating management,7
62a3697ff408bae018ed948b,rating upward mobility,7
62a3697ff408bae018ed948b,rating learning,7
62a36ac6cf255543173063d8,rating salary,6
62a36ac6cf255543173063d8,rating worklife balance,10
62a36ac6cf255543173063d8,rating coworkers,8
62a36ac6cf255543173063d8,rating management,8
62a36ac6cf255543173063d8,rating upward mobility,4
62a36ac6cf255543173063d8,rating learning,4
62a36ad1f408bae018ed9793,rating salary,0
62a36ad1f408bae018ed9793,rating worklife balance,3
62a36ad1f408bae018ed9793,rating coworkers,3
62a36ad1f408bae018ed9793,rating management,3
62a36ad1f408bae018ed9793,rating upward mobility,3
62a36ad1f408bae018ed9793,rating learning,NA
62a36b6c24a26260273882a2,rating salary,1
62a36b6c24a26260273882a2,rating worklife balance,2
62a36b6c24a26260273882a2,rating coworkers,2
62a36b6c24a26260273882a2,rating management,3
62a36b6c24a26260273882a2,rating upward mobility,3
62a36b6c24a26260273882a2,rating learning,4
62a36b862e54c9003e5383c6,rating salary,5
62a36b862e54c9003e5383c6,rating worklife balance,2
62a36b862e54c9003e5383c6,rating coworkers,0
62a36b862e54c9003e5383c6,rating management,2
62a36b862e54c9003e5383c6,rating upward mobility,0
62a36b862e54c9003e5383c6,rating learning,0
62a36d12f8d5efcc22f82cd8,rating salary,0
62a36d12f8d5efcc22f82cd8,rating worklife balance,4
62a36d12f8d5efcc22f82cd8,rating coworkers,7
62a36d12f8d5efcc22f82cd8,rating management,6
62a36d12f8d5efcc22f82cd8,rating upward mobility,7
62a36d12f8d5efcc22f82cd8,rating learning,8
62a36d3124a262602738862c,rating salary,5
62a36d3124a262602738862c,rating worklife balance,8
62a36d3124a262602738862c,rating coworkers,8
62a36d3124a262602738862c,rating management,9
62a36d3124a262602738862c,rating upward mobility,7
62a36d3124a262602738862c,rating learning,9
62a36e470a77c1a77f662470,rating salary,10
62a36e470a77c1a77f662470,rating worklife balance,5
62a36e470a77c1a77f662470,rating coworkers,10
62a36e470a77c1a77f662470,rating management,10
62a36e470a77c1a77f662470,rating upward mobility,6
62a36e470a77c1a77f662470,rating learning,10
62a36e7024a262602738890a,rating salary,5
62a36e7024a262602738890a,rating worklife balance,4
62a36e7024a262602738890a,rating coworkers,4
62a36e7024a262602738890a,rating management,4
62a36e7024a262602738890a,rating upward mobility,5
62a36e7024a262602738890a,rating learning,5
62a36fe67dc029e2d66c5303,rating salary,1
62a36fe67dc029e2d66c5303,rating worklife balance,4
62a36fe67dc029e2d66c5303,rating coworkers,9
62a36fe67dc029e2d66c5303,rating management,7
62a36fe67dc029e2d66c5303,rating upward mobility,8
62a36fe67dc029e2d66c5303,rating learning,10
62a3701f575fa3a5ae89164e,rating salary,4
62a3701f575fa3a5ae89164e,rating worklife balance,4
62a3701f575fa3a5ae89164e,rating coworkers,6
62a3701f575fa3a5ae89164e,rating management,3
62a3701f575fa3a5ae89164e,rating upward mobility,4
62a3701f575fa3a5ae89164e,rating learning,0
62a370635d257a28a30de5eb,rating salary,1
62a370635d257a28a30de5eb,rating worklife balance,1
62a370635d257a28a30de5eb,rating coworkers,1
62a370635d257a28a30de5eb,rating management,1
62a370635d257a28a30de5eb,rating upward mobility,1
62a370635d257a28a30de5eb,rating learning,1
62a37128d8c00e9f541a39dd,rating salary,5
62a37128d8c00e9f541a39dd,rating worklife balance,2
62a37128d8c00e9f541a39dd,rating coworkers,5
62a37128d8c00e9f541a39dd,rating management,5
62a37128d8c00e9f541a39dd,rating upward mobility,3
62a37128d8c00e9f541a39dd,rating learning,4
62a3715124a2626027388f02,rating salary,4
62a3715124a2626027388f02,rating worklife balance,7
62a3715124a2626027388f02,rating coworkers,9
62a3715124a2626027388f02,rating management,5
62a3715124a2626027388f02,rating upward mobility,2
62a3715124a2626027388f02,rating learning,8
62a37222cf2555431730732d,rating salary,6
62a37222cf2555431730732d,rating worklife balance,6
62a37222cf2555431730732d,rating coworkers,6
62a37222cf2555431730732d,rating management,5
62a37222cf2555431730732d,rating upward mobility,4
62a37222cf2555431730732d,rating learning,7
62a373efbc6861bf3177360b,rating salary,8
62a373efbc6861bf3177360b,rating worklife balance,9
62a373efbc6861bf3177360b,rating coworkers,9
62a373efbc6861bf3177360b,rating management,7
62a373efbc6861bf3177360b,rating upward mobility,6
62a373efbc6861bf3177360b,rating learning,6
62a3759e5d257a28a30def3a,rating salary,4
62a3759e5d257a28a30def3a,rating worklife balance,10
62a3759e5d257a28a30def3a,rating coworkers,10
62a3759e5d257a28a30def3a,rating management,8
62a3759e5d257a28a30def3a,rating upward mobility,5
62a3759e5d257a28a30def3a,rating learning,6
62a3777624a262602738997e,rating salary,3
62a3777624a262602738997e,rating worklife balance,5
62a3777624a262602738997e,rating coworkers,4
62a3777624a262602738997e,rating management,4
62a3777624a262602738997e,rating upward mobility,4
62a3777624a262602738997e,rating learning,4
62a377987dc029e2d66c638d,rating salary,7
62a377987dc029e2d66c638d,rating worklife balance,7
62a377987dc029e2d66c638d,rating coworkers,8
62a377987dc029e2d66c638d,rating management,9
62a377987dc029e2d66c638d,rating upward mobility,10
62a377987dc029e2d66c638d,rating learning,10
62a377f424a2626027389af3,rating salary,2
62a377f424a2626027389af3,rating worklife balance,8
62a377f424a2626027389af3,rating coworkers,7
62a377f424a2626027389af3,rating management,6
62a377f424a2626027389af3,rating upward mobility,5
62a377f424a2626027389af3,rating learning,6
62a3784c0f8c8599d5af8fbc,rating salary,1
62a3784c0f8c8599d5af8fbc,rating worklife balance,7
62a3784c0f8c8599d5af8fbc,rating coworkers,7
62a3784c0f8c8599d5af8fbc,rating management,1
62a3784c0f8c8599d5af8fbc,rating upward mobility,4
62a3784c0f8c8599d5af8fbc,rating learning,10
62a37a43d8c00e9f541a4a7c,rating salary,4
62a37a43d8c00e9f541a4a7c,rating worklife balance,7
62a37a43d8c00e9f541a4a7c,rating coworkers,8
62a37a43d8c00e9f541a4a7c,rating management,7
62a37a43d8c00e9f541a4a7c,rating upward mobility,8
62a37a43d8c00e9f541a4a7c,rating learning,8
62a37a7818134ddc75cf0d4c,rating salary,0
62a37a7818134ddc75cf0d4c,rating worklife balance,10
62a37a7818134ddc75cf0d4c,rating coworkers,10
62a37a7818134ddc75cf0d4c,rating management,10
62a37a7818134ddc75cf0d4c,rating upward mobility,10
62a37a7818134ddc75cf0d4c,rating learning,10
62a37aa1cf255543173081e5,rating salary,3
62a37aa1cf255543173081e5,rating worklife balance,5
62a37aa1cf255543173081e5,rating coworkers,5
62a37aa1cf255543173081e5,rating management,5
62a37aa1cf255543173081e5,rating upward mobility,3
62a37aa1cf255543173081e5,rating learning,3
62a37ad924a2626027389f8a,rating salary,4
62a37ad924a2626027389f8a,rating worklife balance,4
62a37ad924a2626027389f8a,rating coworkers,4
62a37ad924a2626027389f8a,rating management,0
62a37ad924a2626027389f8a,rating upward mobility,0
62a37ad924a2626027389f8a,rating learning,6
62a37b7db4da29969c636123,rating salary,0
62a37b7db4da29969c636123,rating worklife balance,0
62a37b7db4da29969c636123,rating coworkers,1
62a37b7db4da29969c636123,rating management,1
62a37b7db4da29969c636123,rating upward mobility,0
62a37b7db4da29969c636123,rating learning,1
62a37bab2e54c9003e53a10a,rating salary,5
62a37bab2e54c9003e53a10a,rating worklife balance,9
62a37bab2e54c9003e53a10a,rating coworkers,10
62a37bab2e54c9003e53a10a,rating management,10
62a37bab2e54c9003e53a10a,rating upward mobility,5
62a37bab2e54c9003e53a10a,rating learning,10
62a37c50cec54911e9cacee2,rating salary,4
62a37c50cec54911e9cacee2,rating worklife balance,3
62a37c50cec54911e9cacee2,rating coworkers,5
62a37c50cec54911e9cacee2,rating management,2
62a37c50cec54911e9cacee2,rating upward mobility,2
62a37c50cec54911e9cacee2,rating learning,3
62a37d41bae91e4b8b8369f7,rating salary,1
62a37d41bae91e4b8b8369f7,rating worklife balance,1
62a37d41bae91e4b8b8369f7,rating coworkers,1
62a37d41bae91e4b8b8369f7,rating management,1
62a37d41bae91e4b8b8369f7,rating upward mobility,7
62a37d41bae91e4b8b8369f7,rating learning,9
62a37f8db4da29969c6367bf,rating salary,7
62a37f8db4da29969c6367bf,rating worklife balance,8
62a37f8db4da29969c6367bf,rating coworkers,10
62a37f8db4da29969c6367bf,rating management,8
62a37f8db4da29969c6367bf,rating upward mobility,7
62a37f8db4da29969c6367bf,rating learning,5
62a37ff3bae91e4b8b836ed0,rating salary,0
62a37ff3bae91e4b8b836ed0,rating worklife balance,4
62a37ff3bae91e4b8b836ed0,rating coworkers,0
62a37ff3bae91e4b8b836ed0,rating management,0
62a37ff3bae91e4b8b836ed0,rating upward mobility,4
62a37ff3bae91e4b8b836ed0,rating learning,5
62a38023575fa3a5ae89339e,rating salary,1
62a38023575fa3a5ae89339e,rating worklife balance,1
62a38023575fa3a5ae89339e,rating coworkers,2
62a38023575fa3a5ae89339e,rating management,1
62a38023575fa3a5ae89339e,rating upward mobility,1
62a38023575fa3a5ae89339e,rating learning,1
62a38153cec54911e9cad855,rating salary,4
62a38153cec54911e9cad855,rating worklife balance,10
62a38153cec54911e9cad855,rating coworkers,10
62a38153cec54911e9cad855,rating management,8
62a38153cec54911e9cad855,rating upward mobility,8
62a38153cec54911e9cad855,rating learning,10
62a381d024a262602738ab19,rating salary,0
62a381d024a262602738ab19,rating worklife balance,6
62a381d024a262602738ab19,rating coworkers,5
62a381d024a262602738ab19,rating management,6
62a381d024a262602738ab19,rating upward mobility,0
62a381d024a262602738ab19,rating learning,2
62a38227bae91e4b8b837235,rating salary,6
62a38227bae91e4b8b837235,rating worklife balance,6
62a38227bae91e4b8b837235,rating coworkers,5
62a38227bae91e4b8b837235,rating management,4
62a38227bae91e4b8b837235,rating upward mobility,2
62a38227bae91e4b8b837235,rating learning,4
62a38489cf25554317309145,rating salary,6
62a38489cf25554317309145,rating worklife balance,7
62a38489cf25554317309145,rating coworkers,7
62a38489cf25554317309145,rating management,10
62a38489cf25554317309145,rating upward mobility,6
62a38489cf25554317309145,rating learning,7
62a384f0cec54911e9cadd6f,rating salary,3
62a384f0cec54911e9cadd6f,rating worklife balance,5
62a384f0cec54911e9cadd6f,rating coworkers,6
62a384f0cec54911e9cadd6f,rating management,4
62a384f0cec54911e9cadd6f,rating upward mobility,6
62a384f0cec54911e9cadd6f,rating learning,6
62a385480f8c8599d5afa5c6,rating salary,4
62a385480f8c8599d5afa5c6,rating worklife balance,7
62a385480f8c8599d5afa5c6,rating coworkers,7
62a385480f8c8599d5afa5c6,rating management,6
62a385480f8c8599d5afa5c6,rating upward mobility,8
62a385480f8c8599d5afa5c6,rating learning,7
62a3856218134ddc75cf1ee0,rating salary,6
62a3856218134ddc75cf1ee0,rating worklife balance,10
62a3856218134ddc75cf1ee0,rating coworkers,9
62a3856218134ddc75cf1ee0,rating management,9
62a3856218134ddc75cf1ee0,rating upward mobility,9
62a3856218134ddc75cf1ee0,rating learning,10
62a385c40f8c8599d5afa6cf,rating salary,3
62a385c40f8c8599d5afa6cf,rating worklife balance,4
62a385c40f8c8599d5afa6cf,rating coworkers,4
62a385c40f8c8599d5afa6cf,rating management,4
62a385c40f8c8599d5afa6cf,rating upward mobility,5
62a385c40f8c8599d5afa6cf,rating learning,5
62a385ddbae91e4b8b837855,rating salary,6
62a385ddbae91e4b8b837855,rating worklife balance,5
62a385ddbae91e4b8b837855,rating coworkers,9
62a385ddbae91e4b8b837855,rating management,9
62a385ddbae91e4b8b837855,rating upward mobility,7
62a385ddbae91e4b8b837855,rating learning,5
62a385e7b4da29969c6372ab,rating salary,6
62a385e7b4da29969c6372ab,rating worklife balance,8
62a385e7b4da29969c6372ab,rating coworkers,8
62a385e7b4da29969c6372ab,rating management,9
62a385e7b4da29969c6372ab,rating upward mobility,6
62a385e7b4da29969c6372ab,rating learning,8
62a386dfcec54911e9cae1d3,rating salary,7
62a386dfcec54911e9cae1d3,rating worklife balance,6
62a386dfcec54911e9cae1d3,rating coworkers,7
62a386dfcec54911e9cae1d3,rating management,4
62a386dfcec54911e9cae1d3,rating upward mobility,5
62a386dfcec54911e9cae1d3,rating learning,8
62a3870bbc6861bf31775841,rating salary,1
62a3870bbc6861bf31775841,rating worklife balance,1
62a3870bbc6861bf31775841,rating coworkers,1
62a3870bbc6861bf31775841,rating management,1
62a3870bbc6861bf31775841,rating upward mobility,1
62a3870bbc6861bf31775841,rating learning,1
62a38733f8d5efcc22f859fc,rating salary,5
62a38733f8d5efcc22f859fc,rating worklife balance,2
62a38733f8d5efcc22f859fc,rating coworkers,5
62a38733f8d5efcc22f859fc,rating management,4
62a38733f8d5efcc22f859fc,rating upward mobility,3
62a38733f8d5efcc22f859fc,rating learning,5
62a387e6575fa3a5ae8940a1,rating salary,3
62a387e6575fa3a5ae8940a1,rating worklife balance,3
62a387e6575fa3a5ae8940a1,rating coworkers,5
62a387e6575fa3a5ae8940a1,rating management,4
62a387e6575fa3a5ae8940a1,rating upward mobility,3
62a387e6575fa3a5ae8940a1,rating learning,2
62a388d524a262602738b869,rating salary,0
62a388d524a262602738b869,rating worklife balance,2
62a388d524a262602738b869,rating coworkers,0
62a388d524a262602738b869,rating management,1
62a388d524a262602738b869,rating upward mobility,1
62a388d524a262602738b869,rating learning,2
62a38975b4da29969c637830,rating salary,3
62a38975b4da29969c637830,rating worklife balance,6
62a38975b4da29969c637830,rating coworkers,6
62a38975b4da29969c637830,rating management,6
62a38975b4da29969c637830,rating upward mobility,4
62a38975b4da29969c637830,rating learning,3
62a38985f8f756164585b89c,rating salary,5
62a38985f8f756164585b89c,rating worklife balance,6
62a38985f8f756164585b89c,rating coworkers,2
62a38985f8f756164585b89c,rating management,3
62a38985f8f756164585b89c,rating upward mobility,3
62a38985f8f756164585b89c,rating learning,5
62a389b70f8c8599d5afad1a,rating salary,3
62a389b70f8c8599d5afad1a,rating worklife balance,5
62a389b70f8c8599d5afad1a,rating coworkers,4
62a389b70f8c8599d5afad1a,rating management,5
62a389b70f8c8599d5afad1a,rating upward mobility,4
62a389b70f8c8599d5afad1a,rating learning,2
62a389ed18134ddc75cf24f8,rating salary,2
62a389ed18134ddc75cf24f8,rating worklife balance,7
62a389ed18134ddc75cf24f8,rating coworkers,7
62a389ed18134ddc75cf24f8,rating management,7
62a389ed18134ddc75cf24f8,rating upward mobility,7
62a389ed18134ddc75cf24f8,rating learning,7
62a38a060a77c1a77f6654b7,rating salary,2
62a38a060a77c1a77f6654b7,rating worklife balance,4
62a38a060a77c1a77f6654b7,rating coworkers,5
62a38a060a77c1a77f6654b7,rating management,3
62a38a060a77c1a77f6654b7,rating upward mobility,1
62a38a060a77c1a77f6654b7,rating learning,1
62a38a4d575fa3a5ae8944df,rating salary,7
62a38a4d575fa3a5ae8944df,rating worklife balance,7
62a38a4d575fa3a5ae8944df,rating coworkers,8
62a38a4d575fa3a5ae8944df,rating management,8
62a38a4d575fa3a5ae8944df,rating upward mobility,6
62a38a4d575fa3a5ae8944df,rating learning,7
62a38a97cf25554317309af2,rating salary,2
62a38a97cf25554317309af2,rating worklife balance,4
62a38a97cf25554317309af2,rating coworkers,7
62a38a97cf25554317309af2,rating management,10
62a38a97cf25554317309af2,rating upward mobility,5
62a38a97cf25554317309af2,rating learning,10
62a38c120f8c8599d5afb0e9,rating salary,1
62a38c120f8c8599d5afb0e9,rating worklife balance,5
62a38c120f8c8599d5afb0e9,rating coworkers,5
62a38c120f8c8599d5afb0e9,rating management,1
62a38c120f8c8599d5afb0e9,rating upward mobility,0
62a38c120f8c8599d5afb0e9,rating learning,3
62a38c9dbc6861bf317760c4,rating salary,7
62a38c9dbc6861bf317760c4,rating worklife balance,6
62a38c9dbc6861bf317760c4,rating coworkers,5
62a38c9dbc6861bf317760c4,rating management,7
62a38c9dbc6861bf317760c4,rating upward mobility,4
62a38c9dbc6861bf317760c4,rating learning,4
62a38de50f8c8599d5afb3e7,rating salary,3
62a38de50f8c8599d5afb3e7,rating worklife balance,3
62a38de50f8c8599d5afb3e7,rating coworkers,6
62a38de50f8c8599d5afb3e7,rating management,5
62a38de50f8c8599d5afb3e7,rating upward mobility,NA
62a38de50f8c8599d5afb3e7,rating learning,4
62a3906224a262602738c58a,rating salary,4
62a3906224a262602738c58a,rating worklife balance,5
62a3906224a262602738c58a,rating coworkers,5
62a3906224a262602738c58a,rating management,5
62a3906224a262602738c58a,rating upward mobility,4
62a3906224a262602738c58a,rating learning,5
62a3907cbae91e4b8b838917,rating salary,0
62a3907cbae91e4b8b838917,rating worklife balance,0
62a3907cbae91e4b8b838917,rating coworkers,0
62a3907cbae91e4b8b838917,rating management,0
62a3907cbae91e4b8b838917,rating upward mobility,0
62a3907cbae91e4b8b838917,rating learning,10
62a390c0d8c00e9f541a6fd7,rating salary,2
62a390c0d8c00e9f541a6fd7,rating worklife balance,2
62a390c0d8c00e9f541a6fd7,rating coworkers,4
62a390c0d8c00e9f541a6fd7,rating management,1
62a390c0d8c00e9f541a6fd7,rating upward mobility,2
62a390c0d8c00e9f541a6fd7,rating learning,1
62a390e4f3072dd89262c0cd,rating salary,7
62a390e4f3072dd89262c0cd,rating worklife balance,5
62a390e4f3072dd89262c0cd,rating coworkers,9
62a390e4f3072dd89262c0cd,rating management,9
62a390e4f3072dd89262c0cd,rating upward mobility,9
62a390e4f3072dd89262c0cd,rating learning,8
62a391cacf2555431730a623,rating salary,9
62a391cacf2555431730a623,rating worklife balance,10
62a391cacf2555431730a623,rating coworkers,8
62a391cacf2555431730a623,rating management,8
62a391cacf2555431730a623,rating upward mobility,7
62a391cacf2555431730a623,rating learning,7
62a39214f8f756164585c6b6,rating salary,3
62a39214f8f756164585c6b6,rating worklife balance,3
62a39214f8f756164585c6b6,rating coworkers,3
62a39214f8f756164585c6b6,rating management,0
62a39214f8f756164585c6b6,rating upward mobility,0
62a39214f8f756164585c6b6,rating learning,1
62a39297b4da29969c638679,rating salary,8
62a39297b4da29969c638679,rating worklife balance,7
62a39297b4da29969c638679,rating coworkers,10
62a39297b4da29969c638679,rating management,9
62a39297b4da29969c638679,rating upward mobility,10
62a39297b4da29969c638679,rating learning,10
62a393330a77c1a77f6662e4,rating salary,3
62a393330a77c1a77f6662e4,rating worklife balance,8
62a393330a77c1a77f6662e4,rating coworkers,7
62a393330a77c1a77f6662e4,rating management,5
62a393330a77c1a77f6662e4,rating upward mobility,8
62a393330a77c1a77f6662e4,rating learning,7
62a3944024a262602738cb07,rating salary,6
62a3944024a262602738cb07,rating worklife balance,3
62a3944024a262602738cb07,rating coworkers,5
62a3944024a262602738cb07,rating management,7
62a3944024a262602738cb07,rating upward mobility,5
62a3944024a262602738cb07,rating learning,7
62a3951ed8c00e9f541a75d1,rating salary,7
62a3951ed8c00e9f541a75d1,rating worklife balance,7
62a3951ed8c00e9f541a75d1,rating coworkers,4
62a3951ed8c00e9f541a75d1,rating management,5
62a3951ed8c00e9f541a75d1,rating upward mobility,5
62a3951ed8c00e9f541a75d1,rating learning,4
62a3958fcec54911e9caf827,rating salary,3
62a3958fcec54911e9caf827,rating worklife balance,5
62a3958fcec54911e9caf827,rating coworkers,8
62a3958fcec54911e9caf827,rating management,4
62a3958fcec54911e9caf827,rating upward mobility,5
62a3958fcec54911e9caf827,rating learning,5
62a3970ebae91e4b8b839495,rating salary,NA
62a3970ebae91e4b8b839495,rating worklife balance,NA
62a3970ebae91e4b8b839495,rating coworkers,NA
62a3970ebae91e4b8b839495,rating management,NA
62a3970ebae91e4b8b839495,rating upward mobility,NA
62a3970ebae91e4b8b839495,rating learning,0
62a3976ecf2555431730af5e,rating salary,4
62a3976ecf2555431730af5e,rating worklife balance,6
62a3976ecf2555431730af5e,rating coworkers,2
62a3976ecf2555431730af5e,rating management,3
62a3976ecf2555431730af5e,rating upward mobility,3
62a3976ecf2555431730af5e,rating learning,2
62a397fb5d257a28a30e279a,rating salary,0
62a397fb5d257a28a30e279a,rating worklife balance,10
62a397fb5d257a28a30e279a,rating coworkers,10
62a397fb5d257a28a30e279a,rating management,5
62a397fb5d257a28a30e279a,rating upward mobility,0
62a397fb5d257a28a30e279a,rating learning,3
62a3980c7dc029e2d66c9a81,rating salary,3
62a3980c7dc029e2d66c9a81,rating worklife balance,5
62a3980c7dc029e2d66c9a81,rating coworkers,5
62a3980c7dc029e2d66c9a81,rating management,5
62a3980c7dc029e2d66c9a81,rating upward mobility,3
62a3980c7dc029e2d66c9a81,rating learning,2
62a3980e0f8c8599d5afc32c,rating salary,9
62a3980e0f8c8599d5afc32c,rating worklife balance,9
62a3980e0f8c8599d5afc32c,rating coworkers,9
62a3980e0f8c8599d5afc32c,rating management,6
62a3980e0f8c8599d5afc32c,rating upward mobility,9
62a3980e0f8c8599d5afc32c,rating learning,8
62a39a340f8c8599d5afc6ce,rating salary,3
62a39a340f8c8599d5afc6ce,rating worklife balance,3
62a39a340f8c8599d5afc6ce,rating coworkers,1
62a39a340f8c8599d5afc6ce,rating management,1
62a39a340f8c8599d5afc6ce,rating upward mobility,1
62a39a340f8c8599d5afc6ce,rating learning,6
62a39a95bc6861bf3177751d,rating salary,6
62a39a95bc6861bf3177751d,rating worklife balance,8
62a39a95bc6861bf3177751d,rating coworkers,8
62a39a95bc6861bf3177751d,rating management,8
62a39a95bc6861bf3177751d,rating upward mobility,8
62a39a95bc6861bf3177751d,rating learning,10
62a39b315d257a28a30e2cae,rating salary,6
62a39b315d257a28a30e2cae,rating worklife balance,10
62a39b315d257a28a30e2cae,rating coworkers,10
62a39b315d257a28a30e2cae,rating management,10
62a39b315d257a28a30e2cae,rating upward mobility,9
62a39b315d257a28a30e2cae,rating learning,8
62a39b6cf408bae018ede929,rating salary,8
62a39b6cf408bae018ede929,rating worklife balance,8
62a39b6cf408bae018ede929,rating coworkers,9
62a39b6cf408bae018ede929,rating management,9
62a39b6cf408bae018ede929,rating upward mobility,8
62a39b6cf408bae018ede929,rating learning,7
62a39bd324a262602738d725,rating salary,7
62a39bd324a262602738d725,rating worklife balance,4
62a39bd324a262602738d725,rating coworkers,7
62a39bd324a262602738d725,rating management,4
62a39bd324a262602738d725,rating upward mobility,8
62a39bd324a262602738d725,rating learning,10
62a39e03f408bae018eded39,rating salary,6
62a39e03f408bae018eded39,rating worklife balance,6
62a39e03f408bae018eded39,rating coworkers,10
62a39e03f408bae018eded39,rating management,8
62a39e03f408bae018eded39,rating upward mobility,6
62a39e03f408bae018eded39,rating learning,8
62a39e69d8c00e9f541a8358,rating salary,5
62a39e69d8c00e9f541a8358,rating worklife balance,5
62a39e69d8c00e9f541a8358,rating coworkers,5
62a39e69d8c00e9f541a8358,rating management,5
62a39e69d8c00e9f541a8358,rating upward mobility,5
62a39e69d8c00e9f541a8358,rating learning,5
62a3a0bcf8f756164585daf7,rating salary,7
62a3a0bcf8f756164585daf7,rating worklife balance,8
62a3a0bcf8f756164585daf7,rating coworkers,8
62a3a0bcf8f756164585daf7,rating management,4
62a3a0bcf8f756164585daf7,rating upward mobility,6
62a3a0bcf8f756164585daf7,rating learning,8
62a3a1a62e54c9003e53dc35,rating salary,0
62a3a1a62e54c9003e53dc35,rating worklife balance,0
62a3a1a62e54c9003e53dc35,rating coworkers,5
62a3a1a62e54c9003e53dc35,rating management,0
62a3a1a62e54c9003e53dc35,rating upward mobility,0
62a3a1a62e54c9003e53dc35,rating learning,0
62a3a231b4da29969c639b2c,rating salary,4
62a3a231b4da29969c639b2c,rating worklife balance,4
62a3a231b4da29969c639b2c,rating coworkers,2
62a3a231b4da29969c639b2c,rating management,2
62a3a231b4da29969c639b2c,rating upward mobility,2
62a3a231b4da29969c639b2c,rating learning,2
62a3a3800f8c8599d5afd4db,rating salary,9
62a3a3800f8c8599d5afd4db,rating worklife balance,10
62a3a3800f8c8599d5afd4db,rating coworkers,10
62a3a3800f8c8599d5afd4db,rating management,9
62a3a3800f8c8599d5afd4db,rating upward mobility,8
62a3a3800f8c8599d5afd4db,rating learning,10
62a3a4fdbae91e4b8b83ab6f,rating salary,4
62a3a4fdbae91e4b8b83ab6f,rating worklife balance,9
62a3a4fdbae91e4b8b83ab6f,rating coworkers,8
62a3a4fdbae91e4b8b83ab6f,rating management,8
